	GFP-36.rpkmlog	GFP-35.rpkmlog	GFP-31.rpkmlog	GFP-33.rpkmlog	GFP-32.rpkmlog	GFP-39.rpkmlog	GFP-37.rpkmlog	GFP-34.rpkmlog	GFP-38.rpkmlog
FEN1	3.34217290994647	3.29441059816973	3.19278531038682	3.34905868868099	3.2369438512372	3.33772401710517	3.2324784794693	3.33670062661813	3.35027100007215
LUC7L	3.7707522267025	3.62178450495295	3.43376333187916	3.66217942090621	3.49628768517873	3.49860931356566	3.69697876985805	3.65165274626054	3.64999962962939
SCD	8.0182293419017	7.95926542907466	8.00219711984561	7.95680229212973	8.07917859690305	8.01032819837354	7.88083156041626	7.92432983759825	7.97718072261614
NKX1-2	1.04587277874356	1.08227627892588	1.24969403426288	0.923836009891955	1.1226994361796	0.989280217888307	1.1138449799662	1.22535930501919	0.866818412300274
ERMAP	2.60008465302765	2.50114719390539	2.44885733919867	2.55948007765053	2.42774734484304	2.4398088804925	2.52971856593612	2.51601966613948	2.35417193316168
SCT	0	0	0.132784784747381	0	0	0	0	0.124700620141322	0
TROAP	0.312248364739582	0.404974194758373	0.58868681940808	0.428864405736426	0.389338934100273	0.44490421576479	0.291646749646099	0.424050694470787	0.581229408732388
WFDC9	0	0	0	0	0	0	0	0	0
WFDC8	0	0	0	0	0	0	0	0	0
GOLGA6D	0	0	0	0	0	0	0	0	0
GOLGA6C	0	0	0	0	0	0	0	0	0
GOLGA6B	0	0	0	0	0.0234026892847606	0.0166068187534763	0	0	0
GOLGA6A	0	0	0	0	0	0	0	0	0
ACO1	3.9436941707399	3.85576572537256	3.98227838449359	3.90010910440649	3.92962028811039	3.9108434260626	3.99398748103561	3.93132624300721	3.90785586844503
WFDC3	0.915378520879622	0.716284544853063	0.481743022036429	0.492140237993921	0.272488351292831	0.563950621601266	0.372841979828305	0.503493287327851	0.63568380941899
ACO2	5.11873614624573	5.03877220881697	4.90157967290108	5.07255035352586	4.88164295692622	4.92011126524001	4.98553532803547	5.02640468947204	4.97632305077605
WFDC5	2.75580399272914	2.87100976564859	2.81475819912512	2.75743533043326	2.76978995744015	2.73863730407428	2.23806754062164	2.81087668153438	2.94633852337813
CYTIP	0.0317820802049623	0.101288861291724	0.0632889340019458	0	0.0983531198378147	0.0703145046109353	0.0317338177696903	0.0881317781425404	0.039611213950064
WFDC6	0	0	0	0	0	0	0	0	0
INHA	0.462989535677795	0.292368302207125	0.536225587502895	0.449171485580587	0.408027152827642	0.300304026799672	0.185723198323976	0.474189613710823	0.280899605559882
TMEM66	7.2809989508843	7.17654905739972	7.24999332230465	7.15870553773707	7.28804584801265	7.27164134080125	7.24230751827378	7.18389717618977	7.26770606426517
TMEM65	2.6690987071824	2.43644588097572	2.74312043955947	2.47446225337967	2.6155229871365	2.64471767847956	2.55404753074984	2.49664112915755	2.5535318085205
TMEM64	3.9307216078591	3.77608358273054	3.98159883306181	3.7087946490467	3.86893577031682	3.87672437495217	3.94211522626726	3.78836152631004	3.93043939018231
TMEM62	2.93568033151567	2.98372684590293	2.88579712048009	2.97852566678587	2.85472929532559	2.97431845758773	3.01839009688252	2.93651227956089	3.1045070411986
TMEM61	0.238166029059982	0.411076946246376	0.445065872524933	0.338797918638025	0.191727370853352	0.304252812229408	0.578065401945415	0.592270140379541	0.534696007400873
TMEM60	3.59118077161835	3.19334428693884	3.28413437435474	3.24009819994276	3.33750499555722	3.30021193117714	3.43996332966228	3.31180946956498	3.46029447241957
TMEM69	4.78855344731941	4.61430210307399	4.83572434836687	4.80962485280364	4.83226999888851	4.83989335064589	4.79685967913764	4.66412876705107	4.8714144474757
TMEM68	3.47139578049149	3.32458599632766	3.34999050582449	3.3538787272977	3.29173685957333	3.47241970383773	3.49131575700398	3.24363960685297	3.45374573306057
ITM2C	4.17958863001733	4.38329801423181	4.18485385209769	4.3847998398438	4.22884364743808	4.2025393190496	4.23129949948956	4.33034491847688	4.23083384627646
ITM2B	8.03773644192183	8.04125302057593	8.08748113637801	7.9909963894505	7.9768537289749	8.06892365860161	8.00236656432775	8.0307349716125	8.01636509380235
ITM2A	4.22196630105382	4.10182166377905	4.17602827913545	4.00087894188006	4.04200371547795	4.07285244332505	4.08512486854468	3.97740093205921	4.17850262201906
FJX1	4.41640004042044	4.88211855731996	4.5120318875198	4.3723663579121	4.46233085111203	4.41045711179299	4.37030571636545	4.83170889489399	4.26315936869932
UGT8	1.66661583063606	1.70886061151638	1.72472073423081	1.70479277561442	1.88415668750396	1.77484938469659	1.61856416451373	1.81215439177813	1.7856820550733
ZNF628	1.25987593816989	1.78419496775152	1.67346268782117	1.63853292090457	1.55847176108618	1.43934639359531	1.27391124367638	1.82094998630313	1.32377458174253
ZNF629	3.31971816126853	3.36110613616953	3.38789722136276	3.37290505876123	3.2755142317791	3.22271863670725	3.27624172237137	3.3355574296036	3.20267164053766
ZNF624	1.06370824880973	0.968137304471088	0.968973264294976	1.01885792990221	1.0117992717462	1.02266365307081	1.12516989016273	1.05830545809663	0.957702232932006
ZNF625	0.835218561395279	0.871654376487491	0.815670581681508	0.565286491745424	0.769965919700613	0.704429780238287	0.711880405228118	0.864985690719286	0.725350836079412
ZNF626	1.89357842460398	1.77755654989445	1.87514658281108	1.87514663680098	1.86652374718836	1.7660422536194	1.93601022315527	1.92508383356712	1.92585009313642
ZNF627	2.77117854966732	2.67214921018085	2.84683731685771	2.73058267348477	2.76316072522606	2.73391598101235	2.74363953323967	2.71671556985577	2.74249276659547
ZNF620	0.272790975763249	0.311163697440537	0.335611133179657	0.316798252659013	0.308092009285516	0.347387016614032	0.208975927914262	0.372195880332566	0.40616115165639
ZNF621	2.28686694915652	2.26061724900313	2.35174168280064	2.25075945108234	2.23615853853334	2.26114387256867	2.25294540002944	2.27439224975011	2.11012671417233
ZNF622	4.89312104553539	4.94177890740438	4.8432586866836	4.91200302331025	4.9228768989822	5.00431814247534	4.94367719870332	5.00331333892159	4.92840557164194
ZNF623	2.90163257647915	2.83272995931373	2.84205185189224	2.77009551205569	2.89899449752338	2.84799911079214	2.87668948007466	2.88810070095301	2.83235466683031
UGT2B15	0.0311000714982124	0.0627725776141512	0.0619451831315192	0.0723352105375069	0.0489478576481969	0.0799833900835493	0.0463321495510218	0.0437829086995126	0.0577614655627099
UGT2B17	0.221744596247737	0.146086107673541	0.11586543912485	0.116371883965591	0.186277990553642	0.235607238165095	0.206691599735169	0.355784212082881	0.289794627937191
UGT2B10	0	0	0	0	0	0	0	0	0
UGT2B11	0	0	0.0413084981168395	0	0	0	0	0	0
OLFML1	0	0.0198332097721255	0	0	0	0	0	0	0
APAF1	1.67689727352438	1.64573362599355	1.6741722234063	1.63593036180771	1.74990535689275	1.7302286101367	1.78816383679627	1.68411572288381	1.72303740537176
OLFML3	0.625487227932439	0.506796670063619	0.379056576807831	0.365286535022649	0.426327298772294	0.49124604822016	0.546574685061515	0.546428089212595	0.139784982664208
FSCB	0	0	0	0	0	0	0	0	0
GML	0	0.0780354452682942	0	0	0	0	0	0	0
FLJ44511	0.135249919772566	0.214698381546275	0.0985137254767988	0.136700594484586	0.180675526272605	0.143972700854576	0.135051692556166	0.162367430239315	0.0740129656136414
PDZK1P1	0.0596565800933073	0.0408494207095185	0.0101828055083003	0.0119267691650904	0.0317997133595413	0.0225844765231836	0.0300908342091083	0.0284264128816577	0.0251521473385572
OR1M1	0	0	0	0	0	0	0	0	0
S100A4	3.37001518796263	3.17808792494554	3.14072100685661	3.38864990018967	3.55845104859409	3.19448507012813	3.20033153294497	3.25654115324498	3.6634836171612
S100A6	9.81845417618843	9.63529769782408	9.46884747043333	9.38163471036077	9.79409409539534	9.8222774579351	9.52289976712962	9.6935967885191	9.85310810168695
IGFALS	0.0309509713624639	0	0	0.106686042712976	0.0645940284863931	0	0.0611597810733718	0.140402957474207	0
PRM1	0	0	0	0	0	0	0	0	0
PRM3	0	0	0	0	0	0	0	0	0
PRM2	0	0	0	0	0	0	0	0	0
ACVR1	4.73985611052854	4.65525213757367	4.71537105306297	4.72137960228406	4.66957767540668	4.64253241883776	4.6864348610844	4.67913833246979	4.6021243951617
TTTY17A	0	0	0	0	0	0	0	0	0
TTTY17B	0	0	0	0	0	0	0	0	0
TTTY17C	0	0	0	0	0	0	0	0	0
PDXDC1	5.19147254051494	5.09343775698098	5.05881912002834	5.09411601033785	5.1207268348078	5.17816786441198	5.18008128901847	5.14408615710205	5.0896949685123
LOC285692	0	0	0	0	0	0.0284872890016828	0	0	0
LOC285696	0	0.0515178937499524	0.0213998786182493	0	0.0224362866908751	0	0.0212268897082948	0	0.0265200202766814
THAP10	1.33056358201004	1.32858695827829	1.33634185302719	1.29097142058939	1.26088295555113	1.27498497641798	1.30138943049183	1.35851013002455	1.23413553296128
HOOK2	3.79902584439	3.96449068345121	3.85031666536887	3.73388885080532	3.7639293934618	3.79248898462937	3.6957708445611	3.89241850895926	3.73887672359439
HOOK3	2.39259399994685	2.25084199319443	2.41620916648704	2.24621180891047	2.34320499534089	2.34319825190564	2.40106279477768	2.31383619858377	2.45691125590627
HOOK1	2.47167941253818	2.24880602196237	2.48390723960834	2.2712534803129	2.41661361627675	2.37224957868369	2.39588104809231	2.27578982723286	2.30723537671711
KCNE1L	0.304754534110709	0.318304929741065	0.183073911593076	0.353317444796117	0.320001721255443	0.293998306258532	0.488098941585401	0.43128167136853	0.274963634823497
SEBOX	0	0	0	0	0	0	0	0	0
DKC1	5.43919975480006	5.33588433399336	5.3908828272634	5.37338441326065	5.46133841591829	5.43262967540352	5.39776042704491	5.3849619151076	5.39603539093454
TBC1D10C	0.0351657936899558	0	0	0	0.0371028670711266	0	0.0351124551933429	0.0331734517525801	0
SLC4A1AP	3.73135497807633	3.62821327786642	3.63370696558346	3.63227348111501	3.63336352787744	3.71866845463077	3.7220866566088	3.67061100141077	3.77364940474665
TBC1D10A	3.66498475361713	3.8320829953515	3.68211520352323	3.66823130745728	3.66882769696941	3.70414830760613	3.73068020337317	3.81837662027577	3.62889211370405
BPIFB3	0	0	0	0	0	0	0	0	0
BPIFB2	0	0	0	0	0	0	0	0	0
BPIFB1	0.424431504469804	0.763874165406734	0.426879094076604	0.304974256914723	0.784299720613358	0.731570560429339	0.423866868060609	0.645491574436413	0.74572741383596
BPIFB6	0	0	0	0	0	0	0	0	0
BPIFB4	0	0	0	0	0	0	0	0	0
MIR320D1	0	0	0	0	0	0	0	0	0
MIR320D2	0	0	0	0	0	0	0	0	0
CAMK2D	3.13004684775578	2.97048942066215	3.10074443663324	2.96956424870872	3.13808176500904	3.14746513324313	3.12408526181324	3.10298871751296	3.09781376960873
CYP2B7P1	0.0242006158605385	0.0393039678663502	0.0483164673890489	0.0285087359546494	0	0	0.0241637699709224	0.0228246049226754	0.0301816136120409
CAMK2G	3.62430411803068	3.6590381286919	3.53252012304189	3.65572620504613	3.57952116970323	3.48050385157631	3.56677990778934	3.69893964697778	3.61146562902808
CAMK2A	0.176951365254371	0.268857893682069	0.1651170789963	0.264623842945047	0.314699838099987	0.248009375244291	0.251479070087213	0.261488623743052	0.154327239019017
CAMK2B	0.0456955834771651	0.0374101030562493	0.061006759895382	0.0537595301122272	0.0639193671221465	0.100519255954481	0.0153697315215958	0.0431155304791951	0.0192120268191238
C17orf76-AS1	7.03780191802539	7.00608256253389	6.97887578632696	7.04667577301284	6.88042326473597	7.07737498072403	7.00752013948787	6.9960010647836	7.01966028962375
KAZALD1	0.13475096681972	0.045398582480496	0.0281604813144026	0.157696435507255	0.0868102674228919	0.140709699552344	0.0822281273259549	0.0777564001159664	0.0348787192222033
RNASE11	0	0	0	0	0	0	0	0	0
RNASE10	0	0	0	0	0	0	0	0	0
RNASE13	0	0	0	0	0	0	0	0	0
RNASE12	0	0	0	0	0	0	0	0	0
ZSCAN18	2.25243904101675	2.42059463769192	2.29757048236405	2.31049956744979	2.31787769648	2.1629938752061	2.13883778123601	2.52403102181653	2.14117306355132
ZSCAN10	0	0	0	0	0	0	0	0	0
ZSCAN12	1.90823143560172	1.78337797026223	1.90892159722854	1.84362833553918	1.9005518374428	1.86460826954902	2.04214103346144	1.73649379248986	1.85982878663919
ZSCAN16	1.20957014419331	1.05072852905971	1.19065715350694	1.1861125568991	1.15242927401867	1.23652262830159	1.45138927602219	1.29621234200507	1.26259145125541
ENOX1	0.429386025219707	0.470813514370393	0.592246560704405	0.494655043313779	0.41438399152273	0.372328054906765	0.394691850891943	0.439891121898336	0.328839153555475
ENOX2	3.18560606623772	3.1140721403925	3.09958050257909	3.09669414054756	2.98136581014227	3.19051183032298	3.27929624303984	3.07250363525003	3.18440372672367
C9orf53	0.110913706329333	0.257857548950884	0.111624770280894	0.129980271852216	0.325515462111349	0	0.110749791891803	0.202467265717034	0.137331760990966
C9orf50	0.043185285277204	0.0698533500494229	0	0.0508139877748766	0	0	0	0.0803707557114456	0
C9orf57	0	0	0	0	0	0	0	0	0
HCG25	0.0285897224607445	0.0233807225112473	0.0144609089516132	0.0169332757838186	0.0450191847435566	0.032015407467984	0.0565386239736336	0.0135462442405967	0.0179311286865816
WDR41	4.71730153271504	4.64134388110216	4.65399592076956	4.62393168105662	4.67374346773599	4.76590052955632	4.68315646042289	4.6417920723517	4.74962065501378
HCG27	0	0.00560720974321752	0.00691150304085447	0	0	0.00513489528144671	0.00685535442933994	0	0.00857545481097445
HCG26	0.0297827359731502	0.0403714845140506	0.02005512898538	0.0234761804012466	0.052003527169595	0.0296820432099086	0.0198929357612131	0.0556482367721643	0.0124816746419929
WDR44	3.72695548765657	3.63879733200527	3.70837462533658	3.6726986233043	3.79691649604804	3.72077494603389	3.81393924848906	3.65612609071253	3.75580989598236
WDR45	3.24434479279107	3.20983380674818	3.40880338724568	3.27334593745382	3.1471818194002	3.25718470195262	3.20908557490186	3.37769519182691	3.22382743468759
WDR46	2.83196051348145	2.75515960391287	2.5948714388216	2.74879403503333	2.64943487060905	2.78750641270731	2.76973271156867	2.75152916110059	2.77663829057287
WDR47	4.10484107196412	4.03216445689463	4.1973099267613	4.07496026688421	4.11288813493678	4.08239288797561	4.15008969768263	4.08374498428542	4.10455660240353
WDR48	3.65568742908173	3.50783968772309	3.57470411727559	3.57145969447721	3.57100718195309	3.70286169348594	3.59444114442411	3.56527975859109	3.68188167285404
WDR49	0	0	0	0	0	0	0	0	0
SNAR-G1	0	0.39389740867274	0	0.931632267091976	0	0	0	0	0
SNAR-G2	0	0	0	0	0	0	0	0	0
LOC100861402	0	0	0	0	0	0	0	0	0
JAK3	0.336519384230469	0.514911366872252	0.486708926352094	0.458446459249375	0.342327287076104	0.306825030557497	0.406664845546241	0.486833168397782	0.294457536156775
JAK1	5.44016117788206	5.33133244722444	5.37306390184398	5.35703219563293	5.41189274889092	5.35257184331828	5.41054478376251	5.31704876374551	5.39415296414108
DPY19L4	2.66401043699658	2.46935276970305	2.6503278534413	2.45197895190361	2.52825054129136	2.61561849076341	2.62574851242332	2.56023136327588	2.52767491717339
NMRAL1	4.47114643904367	4.5055574922953	4.42272260083814	4.44962528700062	4.47849531145562	4.4283249047678	4.45247980296219	4.5474888094581	4.42062436036403
PTF1A	0	0	0	0	0	0.0392813419587416	0	0	0
LOC100129316	0	0	0	0	0	0	0	0	0
EFCAB4B	0.317956909673753	0.221266354546912	0.178113545072618	0.227880106076513	0.166720664755106	0.257169939478649	0.248849852906879	0.301509837887442	0.172335629278782
EFCAB4A	0.314318488208245	0.896145965727103	0.437179955206484	0.654779287778935	0.514343000288898	0.683904469494488	0.518121769240757	0.665786274433702	0.558978401162777
LOC728066	0	0	0	0	0	0	0	0	0
PCDHGB8P	0	0.112990969673904	0.0357870669615205	0	0.0375112513611335	0.10379094596873	0.070145836719272	0	0.0442970328063499
PRKDC	4.62036088597097	4.56940743265995	4.78006665945913	4.67156699513456	4.74651784852986	4.69509127391741	4.75321300113259	4.61498339001577	4.668931104756
MKRN1	4.51599186639976	4.50754286082931	4.5455934568854	4.54125110687887	4.60977095180566	4.60984724911376	4.54944059778452	4.53301380774589	4.59778148896605
WFDC1	0	0	0	0	0	0	0	0	0
MKRN3	0.387864174408658	0.340972650326171	0.487317885851054	0.329843948656907	0.467942632261801	0.28331627210035	0.407187236785939	0.424482705382036	0.422379816798919
MKRN2	4.05117850174405	3.90644795753742	3.98052517312179	3.93183697567346	4.02016190895355	4.05156588596537	4.15940884448695	3.92265009091908	4.05476279893164
LHFPL4	0	0	0	0	0	0.0108365342458548	0	0	0
LHFPL5	0	0	0	0	0	0	0	0	0
LHFPL1	0.115925311313296	0.0953189566571849	0.0788168328685246	0.0467062862763983	0.12212703318627	0	0.188066229498752	0.178183019895283	0.273970406617248
LHFPL2	3.94685673190194	3.74434515198301	3.94849288118827	3.93085864544365	3.98594002561622	3.94452067334916	4.04184429314875	3.92093692398521	3.97101186703386
LHFPL3	0	0	0.0223359326817809	0	0.0234173075343981	0	0	0.0209267670129867	0
TLL1	1.88613469008883	1.76008190964843	1.89065203548449	1.80495640852473	1.9511897369727	1.86390458972786	1.89190726838589	1.86762319352369	1.98783282602794
TLL2	0.275999385895226	0.199585493869071	0.251302939433943	0.320469170639589	0.225109541871068	0.231292467756822	0.249423612232496	0.333917003929461	0.251930978029636
WFDC2	4.48510127243768	4.68407950375582	4.54383238872035	4.71377184905226	4.4491673736342	4.78593368429254	4.64697306955651	4.7587232818767	4.74784672098026
FAM74A4	0	0	0	0	0	0	0	0	0
LOC100628307	0	0	0.0441397126156202	0	0	0	0	0	0
FAM74A1	0	0	0	0	0	0	0	0	0
SLC7A8	4.66762302958485	4.62435070016231	4.51696301503279	4.69047674193308	4.55157785321247	4.54228619959202	4.66228505879473	4.66433465600303	4.64341744543099
FAM74A2	0	0	0	0	0	0	0	0	0
ANKRD29	1.62248390212641	1.51413848278721	1.49030558311015	1.50569660668012	1.55754860165386	1.57280381180492	1.56936354081334	1.56554750716318	1.69884807154832
RIMS4	0.0270077197521694	0.0220847558053859	0.0538691034012973	0.0159927047702991	0.0564475682502336	0.0302458253011927	0.0534384581911023	0.0127929750179242	0.0169354558944768
KIF21A	3.83173054599824	3.79706886374691	3.87699596855085	3.88493118665427	3.95652350290199	3.90212258803361	4.00948044911383	3.81422404548698	3.91462365028046
RIMS1	0.0553209385955775	0.0516767255918801	0.0399912806485105	0.0282365086908142	0.0336289309026931	0.0473868701354709	0.0239326890183656	0.0226062304696614	0.0199977159407257
RIMS2	0.860268003961284	0.927629430713945	0.993055549061295	0.850369923295805	0.822428064371393	1.02327451117663	0.952507253764354	0.863515457797676	0.9521774851682
RIMS3	1.79003141044927	1.72546834358407	1.65646130531572	1.65674107008187	1.70693656883515	1.67520503020663	1.5002612045374	1.7046824230453	1.76907400545361
TMEM67	1.44204952819915	1.33330806373701	1.34709975347457	1.29004017768772	1.48155786278873	1.49043608086461	1.32338957180741	1.45731708228021	1.36020577589575
MCAM	6.53472711696827	6.5277969732331	6.45040818495426	6.56026877214143	6.444353175928	6.49823694061971	6.49692650250793	6.53723756831641	6.44204983271174
MCAT	2.80258669065775	3.04274099162969	2.81573706698647	2.81476307944002	2.90925841631574	2.78595260168182	2.82032395819434	3.11106564129798	2.8084941446725
HCRT	0	0	0	0	0	0	0	0	0
FAM201A	0.513545780277873	0.456585745236351	0.426879094076604	0.182072299594465	0.412547493090673	0.44591726002716	0.328995907517794	0.373588247333239	0.476996357922125
GJD4	0.0442619805574733	0.106078787788487	0.0445523559297052	0.0520774730267608	0	0.0974227491035039	0.0441950552456164	0	0
KLRG1	0.114491728839258	0.0634320406491105	0.0778298292540768	0.0461149784526013	0.26720157078839	0.0864218068533903	0.18579629449343	0.10817005117227	0.141720981324554
TP53TG3	0	0	0	0	0	0	0	0	0
IL21R	0.207412732954001	0.130485690663097	0.196503695470725	0.155759661899109	0.192619946140617	0.185529422195649	0.107271607454822	0.184781844872372	0.225368115385813
EMX2	0	0.0394913962056067	0	0	0	0.0182137523434388	0.0242796063043367	0.0455092666727418	0
EMX1	0.0320981152293594	0.0262556920612523	0.0948358085524768	0.0746227804594989	0	0.0477223974263831	0.0634022268325773	0.0599331148402632	0.0789286581989501
LOC100130348	0	0.125810280256211	0	0.178480011462237	0.160728068893136	0	0	0.144341419916719	0
PRKD1	0.773605245127475	0.810703345816043	0.695928708639795	0.678237834394228	0.918744900180458	0.740213535530713	0.726813309543751	0.613579392064261	0.709971905998081
PRKD2	4.14683098950608	4.25497875334066	4.17012445482727	4.27360950131207	4.21674201444108	4.11533988836194	4.15797297850231	4.32106464012065	4.13267285127741
PRKD3	3.4649283333397	3.31615408614589	3.41466315615506	3.30531735387578	3.38160173019832	3.35861114808547	3.45854761975651	3.26799435801108	3.29546697919417
SLC7A7	0.283723059643206	0.390087725652384	0.285438000902999	0.49157029723983	0.447112884469915	0.314596412010959	0.386716875834668	0.309203342707334	0.125037629356036
FAM109B	1.5040952803445	1.52518902872982	1.48861958528242	1.67425089154375	1.62991156741572	1.40100996392147	1.47010398985107	1.41766259742331	1.46858001641027
FAM109A	2.08248277721642	2.24473175522061	2.25530798590546	2.21924169302997	2.19392727143635	2.17451505382382	2.02302089563662	2.29007321074057	2.1805313629018
MIR499A	0	0	0.491779276054249	0	0	0	0	0	0
MIR499B	0	0	0	0	0	0	0	0	0
PTPN20B	0	0	0	0	0	0	0	0	0
PTPN20A	0	0	0	0	0	0	0	0	0
KLF7	3.86546159720096	3.79661589289893	3.96096067909796	4.06458343978111	3.82693212431251	3.83688935297809	4.09115266382381	4.00815694024428	4.00462763939029
KLF6	5.54205664608476	5.46741021194599	5.48519010827982	5.46277502508455	5.52441146254528	5.60515344608255	5.60414794116137	5.51074286587157	5.66866784595568
KLF5	6.20545824398277	6.15542888974858	6.28198870048712	6.23196108314676	6.17381422363133	6.255475034677	6.29912256049326	6.18248212048538	6.28574492365147
KLF4	2.95362557576725	3.09113654661773	3.24766974308212	3.1181444952583	3.06853004645306	3.09623316271909	3.0887230486819	3.23770104478454	3.03093810382856
KLF3	3.56401705768497	3.49345622474895	3.68791149919043	3.57932392987037	3.64231753380142	3.55816170365131	3.60309789472614	3.53233969070035	3.56641155745173
KLF2	0.162735405916348	0.165871827453139	0	0.098200536096801	0.171296483101235	0.0629849774380979	0.200416843281551	0.189926361088241	0.153054500563897
KLF1	0	0.0701068192835339	0.127114594520855	0.0509995874638523	0.0900430154469277	0	0.0852952351796601	0	0.0539677536000682
KLF9	0.594935871971086	0.510325100118402	0.552112661496419	0.607965781246721	0.366700509969411	0.579694269076498	0.5668730994987	0.540447531398119	0.603832670315898
KLF8	2.01182134056511	1.76625817099199	1.9421848072653	1.82770410682918	1.96175000634774	1.94762733151131	1.90929503212647	1.86256316562426	1.8966983919983
MCTS1	2.31979540663878	2.22114494280967	2.28539031160758	2.26507954849742	2.3755396311647	2.31442148683219	2.27895787271906	2.26894270155694	2.36107148806323
BZRAP1	0.00920326258939205	0.0372004444896888	0.0184696476927439	0	0.0193650935586289	0.0137361144311246	0.00918917768227283	0.0173029437999761	0
REST	3.3038034703864	3.10622697422016	3.35143466431147	3.21945092145463	3.30794923358491	3.21273677701634	3.29504852885304	3.23801500044102	3.22935783898765
SFSWAP	3.50408070953723	3.66138094371235	3.5527910704584	3.60922424119255	3.49189469851251	3.50631358771533	3.51931406607071	3.64026105354904	3.58445159404302
CCDC42B	0	0.110530302322968	0.0464635839051436	0.0543054859646709	0	0.034641125558161	0.0460911990646723	0.0858335482042206	0.0574622512314473
POU1F1	0	0	0	0	0	0	0	0	0
CCNA1	4.68000183957063	4.54820587570104	4.80260539812643	4.61843221727631	4.64902346328815	4.80959423823574	4.82965382437004	4.68449428359635	4.71302139734155
LOC440173	0	0	0	0	0.0367212558778725	0.026092670291595	0.0686847213589141	0	0
ZNF544	3.85294107144349	3.74155147109691	3.70983057718394	3.81636574758631	3.90759851294911	3.834985836349	3.74185170766927	3.69504910484495	3.72996736989955
MAP3K12	2.42804439770326	2.46629553141578	2.1024920761166	2.37300060662034	2.25381475380518	2.3168879306802	2.33266133571612	2.4460547721305	2.15308761323974
MAP3K13	1.58220243318114	1.54170728390955	1.58858981976269	1.54013438489742	1.67579079684402	1.59563071388676	1.70752431724828	1.49982648661539	1.56455680779767
ZNF541	0	0	0	0	0	0	0	0	0
ZNF540	0.385930843766654	0.44802540301267	0.372631241916052	0.298967152714335	0.305097348095644	0.369339805099181	0.41583542964321	0.321581165782434	0.431304963244074
ZNF543	1.22708564605322	1.17557660286607	1.11162433753133	1.18993879427475	1.2892853687397	1.17814496753269	1.10529902109906	1.26491930642107	1.26764865328005
ZNF542	3.94677318029317	3.86531054336564	3.95210393820999	3.92265508256226	3.90803969685544	3.88362719293428	3.93135408830744	3.85036371115589	3.8822767161755
ZNF549	1.98636926811476	2.14490112327726	2.0490878965801	2.02080418275536	1.95904800051061	2.00958670452638	2.02754512304177	2.07356418404046	2.12394987212249
STXBP5L	0	0	0	0	0.00798429885026922	0	0	0	0
DYNC1I2	5.2884623335164	5.2421559762463	5.28305472638584	5.25996682592377	5.3380196476855	5.28103147733828	5.28560392216151	5.21251683048786	5.42989548149542
LOC100505806	2.3139684180454	2.24161333913674	2.09282090385922	2.28288635404264	2.27638517903784	2.0067205986626	2.11715607782101	2.18827031802191	2.03662923377525
LOC387723	0.841955219108058	0.581564634262683	0.738024075806232	0.761947134011817	0.494280665050095	0.755958854755867	0.581918420653882	0.605215140341901	0.500375599401118
RARA	2.35614936330901	2.68421140317109	2.64115502223189	2.72097130617865	2.42912074704379	2.54665176940921	2.44374870779436	2.69362921957759	2.39125015064302
TAS2R50	0	0.0568388740679108	0	0	0	0	0	0	0
RARB	1.35416096027417	1.34489209300331	1.31482384030027	1.30178680069563	1.24959115163572	1.29699012697619	1.48003917798943	1.35400580325189	1.43798198395272
FAM163B	0	0	0	0	0	0	0	0	0
RARG	5.05416063986751	5.11277971760216	5.12565190210464	5.10134684777998	4.9955595185387	5.06624913678798	4.99611994671357	5.13992444086709	4.99926928851625
RARS	6.18200307520727	6.13309177042032	6.21729816160707	6.16349061068589	6.27431300859878	6.19633490027046	6.20296229209225	6.13996439445959	6.21337984090443
RABIF	2.70195228219314	2.7634952564687	2.79550954294948	2.8425576131667	2.83840505317789	2.9306191662185	2.95085443766719	2.73053341969477	2.87740890912763
JAKMIP3	0.213292842052445	0.215409780431593	0.136573012424687	0.170332083182913	0.163702264030971	0.205537704266901	0.174769973899742	0.16554608133769	0.167699910191873
JAKMIP2	0.0211201956939743	0.0172639926796395	0	0.0248846638064193	0	0.015815152612749	0	0.0199181259537819	0.0263468191458465
JAKMIP1	0	0	0	0	0	0	0	0	0
LOC642826	0	0	0	0	0	0	0	0	0
LOC727677	0	0	0	0	0	0	0	0	0
PCYT2	3.17056322006462	3.32150399143031	3.07274922664089	3.2513855096037	3.08382919331136	3.18802442363472	3.2208897616801	3.18963966614847	3.11336105704605
NMT2	2.16110125327371	2.18823133526995	2.23984437694272	2.26156536605119	2.26343554141976	2.18630523044062	2.17515434148114	2.18935961944223	2.27739914694076
PHGDH	5.28586656890862	5.24691535751105	5.14085349856529	5.25038147559791	5.12587580400714	5.18753035137512	5.34473096086297	5.27938416812855	5.25959255785939
PTTG1IP	6.96383076804487	6.91118622532408	6.95550771830147	6.90030000231681	6.89342177478892	6.9425860789834	6.89741456550793	6.91201705246687	6.91381553611147
LRRIQ3	0.249988429467314	0.224641365807098	0.313131075082721	0.16575375153891	0.218390681226301	0.25439639588926	0.290723820296185	0.216784755471192	0.355510142588708
PTGES3	7.31595984368439	7.18449233207928	7.37622062802209	7.21454445182174	7.31882941074847	7.31795824026221	7.30606018620633	7.14611514336829	7.2817078457845
PTGES2	4.00066360520777	4.25695858105812	4.01877285894146	4.07763328387544	4.15284031743689	4.09246844955688	4.12969982255914	4.22853709427374	4.08867712381949
