	KRASGV-8.rpkmlog	KRASGV-2.rpkmlog	KRASGV-3.rpkmlog	KRASGV-6.rpkmlog	KRASGV-9.rpkmlog	KRASGV-4.rpkmlog	KRASGV-5.rpkmlog	KRASGV-7.rpkmlog	KRASGV-1.rpkmlog
IGSF3	5.40796203081065	5.43019281166023	5.36986179106564	5.32572901060074	5.26168826380992	5.40125948247261	5.41562624187484	5.4579756316675	5.40962526025243
MOB1A	5.45444781053857	5.41433409719222	5.37616668456474	5.53263506476214	5.47616566027365	5.36365021661385	5.42589803509119	5.47876940431031	5.53977486882981
MOB1B	3.11091500076382	2.96799989291177	3.07553963403755	3.26389515611678	3.08157692772599	3.02977057697806	3.08073425650403	3.13556342856073	3.19376891423926
C18orf42	0	0	0	0	0	0	0	0	0
TRAK1	4.00647097688798	3.95290158265022	3.95603602428105	3.99567957062579	4.00780816067178	3.97060487442598	3.9732280063448	3.95277530761869	3.9855441073234
ILVBL	4.11718863954634	4.04912661542587	4.02528878867557	4.11738472424188	4.08060788459638	4.07232172597281	3.93133137611048	4.15388317416238	3.97657027232902
ITGB1	8.51500317880688	8.39913759580278	8.51094945800899	8.60251389808667	8.52661626020763	8.39287244924428	8.4905089944046	8.53839182257216	8.503912213453
ITGB3	1.11881572453728	1.26772751361325	1.27596893269834	1.03144952000315	1.15817569793394	1.06004046992591	1.11890361251842	1.1760565820312	1.2635994790495
ITGB2	0.813809233690328	0.827915329193752	0.613726073712019	0.790944607675059	0.816843604416919	0.748375851923738	0.576930931002563	0.747041928878499	0.745529927135917
ITGB5	6.14409297645754	6.2372168523826	6.17321971445014	6.1450591001404	6.159006232803	6.17254866356461	6.13550260063046	6.14255657365603	6.16864744439012
ITGB4	9.22942397185094	9.41173895694489	9.33728198006249	9.15888109388179	9.29398445443175	9.35696827554895	9.22987786733155	9.21959570862268	9.28421970468882
ITGB7	0.990542333735469	0.888851941641527	0.916127304917717	0.768263762867827	0.768776117733936	0.852980821753344	0.975734847889287	0.876817678745774	0.874661246307443
ITGB6	7.47191855350554	7.42933637887516	7.48067612333059	7.49597816777019	7.36748836967229	7.35834899265541	7.39554614325282	7.44263084527002	7.44227761098046
ITGB8	3.96387401297985	3.91642782911003	3.96528037808753	4.00029130016411	3.86772739709764	3.90043864765807	3.9251335829291	3.91743942577657	4.03172704549806
SLC37A1	2.17675209390656	2.34264120810546	2.35243336596695	2.16957912447713	2.2662582631307	2.1883970858419	2.22801812674441	2.21418659791308	2.20610475925783
KRT19P2	0	0	0	0	0	0	0	0	0
MGC39584	0	0	0	0	0	0	0	0	0
H3F3AP4	0	0	0	0	0	0	0	0	0
KCNA10	0	0	0	0	0	0	0	0	0
AICDA	0	0.019522654822748	0	0	0.0151781246719196	0.0166222455453887	0.0350349944376343	0.0470880311255326	0
MAT1A	0.552369957215514	0.661289375606871	0.501943490769895	0.664638427506969	0.563111193886463	0.588917718551588	0.655382564627526	0.65248378595442	0.651552997473962
RAN	8.09660564329689	8.06010370520819	8.12237186505111	8.13230506073941	8.16064153814045	8.0840549243603	8.10641400110739	8.1310760941088	8.07117452585197
ZFP112	1.41423149287333	1.27906856246688	1.16228523171771	1.39764883241158	1.31921204446693	1.20182755862804	1.26707033858971	1.39946221820044	1.24749808836549
FGR	0.0227680166949075	0.0582218099503321	0.0636014440490728	0.0443684146774263	0	0.0167473984075304	0.0697511939051127	0	0
SHMT2	5.36193685346235	5.43553935617223	5.3487293277877	5.38389209334644	5.36264060600856	5.4095183668294	5.33035676754514	5.44572120317847	5.3440056022397
SHMT1	2.06589953104404	2.05598688823384	2.00955488724977	2.0753981753764	2.1226774737647	2.13530337105565	2.09945153461023	2.08975187482474	1.88467012795018
FGG	0.093242545964269	0.027445170602261	0.0882216131795495	0.149571264222307	0.0213505889138972	0.113272878228277	0.0247823970326236	0.303165823610549	0.0779207416274379
FGA	0	0	0	0	0	0	0	0	0
FGB	0	0	0	0.0171175943825556	0	0.0128180622741695	0	0	0
EXT2	6.13595993499293	6.09102628268665	6.13178029158024	6.22780375475434	6.16665502865786	6.11098014286689	6.13957961748714	6.13188230969576	6.11265921473775
EXT1	5.38104319308838	5.44039996695966	5.48595710592719	5.45414649642937	5.4496848615953	5.43577897946348	5.43443294943782	5.49821498608854	5.38905543488107
LY96	0.586941631154952	0.519307206827299	0.345924917665493	0.357994739297209	0.418287884307851	0.337121049417942	0.355232678165852	0.611217799664095	0.441163994303871
C14orf169	2.69651294681729	2.87560519130344	2.74106867455885	2.77014434002952	2.82481306018787	2.83356864061444	2.91489568176499	2.66167492589623	2.90265887379619
C14orf167	3.22730080525229	3.23633669991275	3.11546632910768	3.25477951444217	3.26081117541018	3.2283906896749	3.16763307642456	3.29733343880214	3.11045723443792
ALDH5A1	0.596371205595615	0.557011103732375	0.385389097729199	0.554875880410252	0.593299510768637	0.473300412822084	0.483918369219819	0.620959714726913	0.588336316322031
LOC254099	0	0	0	0	0	0	0	0	0
BSPH1	0	0	0	0	0	0	0	0	0
SPTY2D1	3.54183521495176	3.52882831563914	3.52341045844168	3.64403603772835	3.61288803663123	3.544992502397	3.58083952649204	3.64599096162169	3.5614666246799
C14orf162	0.0451342210667059	0	0	0	0	0	0.0352594129591126	0	0.0376143198423637
TCTA	3.56401956593723	3.43828786001316	3.53539700570549	3.49131519609284	3.59119805766267	3.43929370595806	3.49832499767436	3.37120887019266	3.35835385904737
OCM	0.0886513954400993	0	0	0	0	0.065599426858522	0	0.0930100367650395	0.0740647751851057
TEFM	3.14944861178555	2.96243425653275	3.02787960928015	3.25363228225611	3.15031777522821	2.92624171924782	2.93886496389008	2.9669959559724	3.1866592392119
CASD1	2.33901576194149	2.19283230266879	2.28922242351132	2.42354358268506	2.25194788726643	2.15021184585825	2.18587723307848	2.24122490611221	2.30769723773769
RUNX3	1.39426385541787	1.39450680519944	1.43052778421593	1.27326434848956	1.41548370748994	1.32644214775216	1.40581504460431	1.3315710710104	1.46935828672087
BASP1P1	0	0	0	0	0.0365398843270048	0.0399885027619073	0	0	0
CEL	0.244915059059365	0.382252278277225	0.355697075757927	0.347617978609426	0.347883710701075	0.346673186431079	0.299213972245081	0.347306155678932	0.403774524677439
SNX29P1	0.0633266496916958	0.0548122140762493	0.0598832967978142	0	0.0427297348839718	0.046753144263269	0.0495394452347912	0.130009425137622	0.200621104527785
LOC221442	0.356108041502419	0.387646074546172	0.369362258784999	0.423513227152548	0.331933734054497	0.414741781103576	0.551877182240446	0.449103170941162	0.410348309292509
TMED5	4.3356668398648	4.14092332177323	4.31181211139753	4.42341775932209	4.31369269695736	4.20127965556663	4.31508614461452	4.35059122224815	4.36066969244342
TSIX	0.00343321595567153	0.00296327815062605	0.00647842939775263	0.00168622940371602	0.0011509045045397	0.00126099120249169	0.0013374038886853	0	0.00142785150058507
TMED4	5.12435177354067	5.33917085239964	5.30011716604746	5.25874650300213	5.34691039605729	5.28719660779435	5.32475277853238	5.1991501524176	5.29435150265165
UHRF1BP1L	2.6075931453542	2.53849644952326	2.56729727824364	2.78860491939481	2.61730954202219	2.52559212152026	2.55018059096802	2.682959281155	2.72624271484739
BFSP1	1.36938263055425	1.36825845363975	1.64814535858767	1.37271190584853	1.3161531662621	1.43880543698554	1.27080723145735	1.44365283351648	1.46466768875316
RNASEH2A	2.64454117864208	2.91325280205938	2.66133489671402	2.821081814607	2.77019682446884	2.88898550307299	2.80406287002201	2.58304748126918	2.81471123833013
RNASEH2C	2.13401788666301	2.29142702390009	2.19854815813784	2.08205322125192	2.30347520598216	2.25651734220425	2.26977303331777	2.14132687233205	2.12770199983654
RNASEH2B	2.49042537003013	2.4954733395797	2.52334036202005	2.44217616654658	2.51014389527826	2.48699591892633	2.64416615533068	2.57043137496516	2.60406576119824
MAOB	1.3960476099025	1.45711590417777	1.43389823419523	1.67174227493832	1.51979866180795	1.50923413102176	1.66460708442641	1.52375650337043	1.39221269736417
MAOA	3.60343288885877	3.51945822370363	3.6328326027466	3.57900923584175	3.59956002095947	3.53561496628075	3.49108400367242	3.57859071437649	3.65881439087662
NEIL1	1.08121212908583	1.22593258287181	1.09505198317485	1.38342680088883	1.12410403753515	1.25225252591629	1.10684114101448	1.09479145790204	1.35084764513871
NEIL3	0.489543202617561	0.397199565914343	0.536998987175825	0.405447252541303	0.413767324102951	0.404366159803328	0.378766915047993	0.322905712888297	0.466340538298185
NEIL2	2.53858644191403	2.64890179192989	2.47857502655748	2.55572174082984	2.63700293573818	2.53360226581824	2.65940798633784	2.52384746672766	2.5844438368869
BAIAP2L1	4.63840156914108	4.54738681495321	4.6298945239318	4.64177408969049	4.62481178814136	4.54296946318014	4.53399919927076	4.63554583005583	4.48922398753481
CLYBL	0.434724531356528	0.460520141393049	0.519256195945568	0.427842596281052	0.463598001640753	0.551634065380292	0.629981455651439	0.519811163877638	0.62303672242161
AHI1	1.76264220896335	1.60074752726866	1.48605068635271	1.72160069847231	1.61786116082935	1.54934945873041	1.48497646211427	1.60558208294034	1.65004438037847
CTAGE7P	1.03185902029308	0.810243607749073	1.00100549399614	0.951370406600644	0.908744176907572	0.902894930313901	1.00541328142472	0.999561602883311	0.81937966663586
LOC284837	1.60565990569256	1.59850241820479	1.55531700664218	1.4151828848335	1.45165006879231	1.62496189106561	1.56766251215277	1.67238393321025	1.54681776355006
MESP1	0.203940168647039	0.218834961447545	0.193344320814774	0.200457243540425	0.204868662526019	0.15244959269811	0.161193796176368	0.21356328713934	0.287907870065048
MESP2	0.0389701581727131	0.0336922829944587	0.0368342881840146	0.0755445711422263	0.051977881163438	0.0568550709405413	0.0304297717461851	0.157148496500228	0
SNCAIP	0.133489769509494	0.0445658120186712	0.0802846053306507	0.0833586168320344	0.0461032930601793	0.0750120280459352	0.0664972621076668	0.156524569073729	0.125192419583284
C1QBP	6.55920465020685	6.55137757895844	6.66046989840862	6.61953875242511	6.68990407374362	6.61338947576192	6.73673687709997	6.60708994641228	6.65006784014853
HNRNPL	5.93180796350934	6.00308575606289	6.02549997352577	6.00177214318734	6.04526747557614	6.00507935764158	5.99071174182511	5.94141572373329	5.99508927445458
TAAR5	0	0	0	0	0	0	0	0	0
TAAR6	0	0	0	0	0	0	0	0	0
TAAR1	0	0	0	0	0.0412016547238074	0	0	0	0
LOC388692	0.738824750580165	0.750760356401201	0.697330020911001	0.690838987332015	0.729120940243358	0.804841717891215	0.656892129705238	0.715732974498679	0.670651454370232
TAAR3	0	0	0	0	0	0	0	0	0
TAAR2	0	0	0	0	0	0	0	0	0
FAM55D	0	0	0	0.0285970410478019	0	0	0	0	0
TAAR9	0	0	0	0	0	0	0	0	0
FAM55A	0	0	0	0	0.0224053821343934	0	0	0	0
FAM55B	0.0698629451819666	0.0604879859135809	0.0980072406352085	0.0686149483601195	0.047174732048026	0.0516092456954597	0.107362062965019	0.037126316466667	0.0865977369134568
FAM55C	1.99168509250489	1.92773226514083	2.04267394935906	2.05219687398421	2.04281362968894	1.93020644984312	2.03797942873213	1.98707364554199	2.04918103952839
RCE1	3.54535492208352	3.67808007272552	3.5102020143349	3.49111818014955	3.50404703784509	3.6653545231474	3.42423615771745	3.42862567848242	3.60481251118972
SPANXA1	0	0	0	0	0	0	0	0	0
SPANXA2	0	0	0	0	0	0	0	0	0
SCN9A	0.29923308086888	0.223678297038316	0.222152997049126	0.213780120002017	0.27008717205908	0.293467324404661	0.246688656405681	0.329339951161246	0.2799167403133
VSTM5	0	0.0883139581476552	0.0963825983727546	0.100051904455258	0.197883752055746	0	0.155618648701841	0	0.0851566920933681
VSTM4	0.00789042268413512	0.0135916323899274	0.00745355237400203	0.00774648099448334	0.0105621480621155	0.0115688415754447	0	0.0165323599552088	0.0130935124536203
VSTM1	0	0.0527583286177977	0	0	0	0	0	0	0
RAD54B	0.718285267438982	0.621856892069432	0.54305689186031	0.808107402266023	0.724093527184415	0.653446443449788	0.617990750997769	0.624140831284223	0.694652428089517
RAD54L	0.534725078634521	0.545758605430826	0.600705622124783	0.683140794708947	0.695930304370827	0.628036430385699	0.678396607002541	0.668396358207711	0.563473538662195
ABCB1	1.41406068328061	1.12330272504817	1.23364009196895	1.20404940029132	1.20370545197768	1.25094044424449	1.1668275409982	1.22441607617373	1.19079169367552
ABCB7	3.05618503882546	3.07302732675506	3.17448688644103	3.18442336177549	3.25614324244608	3.10820113484888	3.00629866960915	3.21283843902243	3.11001080690594
ABCB6	3.2310143357308	3.1993960069384	3.08906801580824	3.15242200512944	3.17297034481799	3.09274737008799	3.20047117005221	3.14779977220603	3.15717684881969
ABCB5	0	0	0	0	0	0	0	0	0
ABCB4	0.0470939355553478	0.0540567740662222	0.0298318848056221	0	0.0317186201528128	0.0232376884799141	0.0123698403978049	0.016670435808371	0.0262862637354294
ABCB9	1.26933868639039	1.48118519872275	1.4749997836057	1.3384071812472	1.47717623960185	1.48407627527966	1.49042218979172	1.36567913697513	1.39617057832206
ABCB8	3.13579209947732	3.19678071203754	3.22825439163149	3.24337149192716	3.25074315863039	3.25587334018538	3.09767122142562	3.14705010577558	3.19133311715783
FLJ41941	0	0.0229013479496588	0	0	0.0178095624594779	0	0.0206762690694423	0.0551470549575062	0
GOLGB1	3.95911684968471	3.85450906405424	3.84512130653545	3.89296650464339	3.78929983894436	3.83326000086824	3.87086568255707	3.9443160970321	3.89005886255194
DNLZ	3.06555313506392	3.18536282247486	2.99325280245451	3.2468733760846	3.09604975741675	3.17072327653079	3.15722247284392	2.93693910588024	3.28701648473866
IDAS	0.19755352664104	0.100800116895916	0.0560308502907522	0.194172490459904	0.189598712285388	0.127411166228554	0.3159414003577	0.179095160071849	0.166048994611196
PMAIP1	4.09661298979624	3.84302722817224	3.96055079879765	4.18233822117579	3.90655718635544	3.94479993121942	3.88233813398716	4.06839650912021	4.02529938973022
IST1	5.34483995873832	5.32679315346157	5.28173542836076	5.38654977113585	5.35901090824798	5.32319606883595	5.39155246874952	5.33217284831207	5.29828762426997
SNRNP200	5.05870746419462	5.0911877813132	5.06046331647021	4.98668177059665	5.02065914702314	5.03341332906921	5.08176305949482	5.025432259519	5.03913431730972
GADD45A	5.81579658077753	5.81802653639668	5.79967384002199	5.80267518130238	5.75022757285577	5.78223037531958	5.85390041400761	5.75126495523344	5.88455358498793
GADD45B	2.57829671225931	2.63333903603308	2.60649218470434	2.79745838940334	2.72445704817747	2.54862566518342	2.60167782661593	2.69920682280689	2.73399413142457
GADD45G	0.49995917966554	0.550556276333952	0.769034354077127	0.492209712809866	0.321602301114175	0.68529587455063	0.630554410146356	0.6061965609256	0.726048826613992
ZYG11B	2.2720798459797	2.20746025922074	2.28038152713459	2.36411705827593	2.19373437200699	2.23821987764183	2.28447220401794	2.4254298352701	2.35115259423506
ZYG11A	0.128226134149159	0.146591146354339	0.134278500165309	0.0432272982595085	0.133382481131011	0.0952187889920649	0.100794302192239	0.0910050967124536	0.141450290790983
SPEF1	0.0780475526291714	0.132173427247687	0.0373841727257373	0.0766571969320361	0.152793444904528	0.05769791497301	0.0907397290914563	0.041530841707519	0.0651664583150869
SPEF2	0.227127323423173	0.310087871657771	0.222806624840767	0.333851718694665	0.296834631491944	0.234062311657488	0.276678183636981	0.309033525738578	0.268686520133716
ZNF273	0.704486400639971	0.68137557420868	0.621043235678776	0.702975735508678	0.680336404740683	0.59785612512152	0.605262145518943	0.676740514271875	0.599311122026725
ZNF271	2.9092860927814	2.75881729159079	2.88008547812542	3.04503361398761	2.94802900343047	2.815913344118	2.95526578856606	2.92587452935386	2.93790331614259
ZNF277	2.92272493964192	2.70596992077387	2.83589076551599	2.98139274236633	2.8263030268441	2.87542047048391	2.9466643671408	2.89748015194312	2.87674992238225
ZNF276	2.02224733686425	2.02185483914134	1.96997882387119	2.01170887701476	1.91583225837997	2.10291829564995	1.85666175471172	1.93407012740999	2.04526898708951
ZNF275	1.88246666648354	1.89390153056953	1.94152655940843	1.93982746734015	1.89577269543027	1.86937437727554	1.77313951845541	1.82569915559659	1.95294502521439
ZNF274	4.15265799691911	4.15973640051154	4.07628046739572	4.03119279045815	4.1018355334332	4.07340701098689	4.10655587966756	4.11260522385907	4.05140151805097
KCNV2	0.0857054146828797	0	0	0.0286101378800308	0.057975070046063	0	0	0.030601579420873	0.048120247759498
KCNV1	0.0428112064316379	0.125615025243339	0.0203757635106047	0.042039419215243	0.111979385811334	0.0776133942789421	0.0498719337314596	0.0885439589250852	0.053184938232634
PLCB1	0.346557035245574	0.27739252792677	0.279422006978571	0.274335409641721	0.214428738087619	0.284854302776703	0.246375728572013	0.323476419805132	0.26807189494253
ITGA10	0.162784174342087	0.216586741148062	0.154213716622915	0.213053992938843	0.256204240610533	0.233094185295708	0.21339678118885	0.170578243013387	0.182365117452954
ITGA11	0.0742811013561358	0.032521687275278	0.058782097051583	0.0247309206352748	0.0336484892175349	0.0277085241412689	0.0196472074679853	0.0264548134329741	0.01052157729079
CTXN1	3.74396215817174	4.40141657337292	4.12050937766798	3.73055593936424	3.87417013680034	4.43197993126095	4.4153463671073	3.69636843682544	4.4062977424331
CTXN2	0	0	0	0	0	0	0	0	0
CTXN3	0.279094430330888	0.0859631586175848	0.264939011282298	0.274445301301451	0.172611030025021	0.354472201658366	0.221770933624541	0.377429145346597	0.186479599092589
CCKBR	0.0571546711284451	0.0249398637453747	0.106129939489904	0.0283375996746382	0.0944819327305805	0.103207161668527	0.0225182658270974	0.0303102694218225	0.0476649041346469
MAML2	2.43414707438248	2.37089734219059	2.30374406038923	2.37746822363716	2.32857876428537	2.28958081096631	2.38049851176797	2.26297051729755	2.33321587834305
MAML3	0.647364273938721	0.689056361952105	0.595845077675262	0.654686011109275	0.697046334395147	0.717282383057033	0.771762513814864	0.649751882783458	0.692027777408717
MAML1	3.323363912295	3.41832404606152	3.35172020412069	3.24863526361769	3.31666717551189	3.37888777007935	3.29317425097265	3.41327616039087	3.32577555064413
FLJ20518	0	0	0	0	0	0	0	0	0
HERC1	2.62648115304082	2.61938436599934	2.50159450224711	2.47558374626715	2.41947239460625	2.45655127879916	2.48328755615746	2.54826216494382	2.53331352671142
HERC3	2.34564507143858	2.27801905164073	2.25432429820967	2.2376267823628	2.22748703497801	2.29764610876791	2.14542847789772	2.4314450767397	2.31775629641303
HERC2	2.99265162242217	3.10678491173836	2.9419414537325	2.76098354140246	2.84495303943941	2.91983796754685	2.80050130441202	2.91895210282814	2.84863034577234
HERC5	0.525530244959422	0.452502217072844	0.451679574541733	0.636625162947971	0.445407406342472	0.393264850800421	0.496270344583418	0.425493419947438	0.460188680749255
HERC4	4.72988124864201	4.63217305186784	4.69604621579392	4.80268810977377	4.77110027085446	4.66958935052908	4.7074332077386	4.81456603741543	4.77205498344743
MIR4489	0	0	0	0	0	0	0.635875699060757	0	0
MIR4488	0	0	0	0	0	0	0	0	0
MIR4486	0	0	0	0	0	0	0	0	0
MIR4485	0	0	0	0	0	0	0	0	0
MIR4484	0	0	0	0	0	0	0	0	0
MIR4483	0	0	0	0	0	0	0	0	0
MIR4480	0	0	0	0	0	0	0	0	0
PEX5L	0.391667370654097	0.393265853854537	0.481013768164943	0.529380650375616	0.435539097013636	0.453179778391371	0.415151909365338	0.424835123099818	0.406040164441799
C17orf59	3.06204924461655	3.27071868345244	3.1433796658653	2.8836235987437	3.06158378554128	3.25183823117269	3.05351307532241	2.94177036403447	3.23116129952414
C17orf58	2.62319917693905	2.68971254858391	2.59322842394185	2.6140304996813	2.67462756273858	2.71562918218379	2.68332718627087	2.54361382938263	2.79792867249148
SLCO2B1	0.0283145828348924	0.0485271628813017	0.0267573149284712	0.0278016218643294	0.00954631598547889	0.0104565395333358	0.0220915138165541	0	0.0235741372501505
C17orf51	1.70393313022179	1.61766605710803	1.71600067634184	1.66575419015237	1.67123563177819	1.6621085821081	1.64266265504898	1.68189166387986	1.62757524143832
C17orf50	0.118447982434085	0.151551153414228	0.0571498068411164	0.059356150238086	0.119003232230818	0.0878814286359944	0.222236091512068	0.182521661814569	0.191874723946128
C17orf53	0.677095726659085	0.963395319837442	0.702059363968475	0.942361419161889	1.02929399633806	0.882527385499651	1.03278540022159	0.901067068661815	0.843043111418671
C17orf57	0.22523282668307	0.369190876803034	0.257071237098419	0.30987181043165	0.264517042596974	0.32762119189302	0.378101718301907	0.395758105870078	0.247637342215469
C17orf56	2.6022891830729	2.6537243774016	2.67216367619103	2.64265298329343	2.55681516076299	2.61802507778191	2.6381705026749	2.38836647005251	2.51026500451781
FLJ23152	0	0	0	0	0	0	0	0	0
MKNK2	5.28076042080072	5.36519467308124	5.2502069209575	5.16796063311675	5.24041908851906	5.41564617093582	5.27586024935523	5.1984884211443	5.2436299688014
LCLAT1	2.36441263946728	2.30508614629476	2.39640500434267	2.38140943714921	2.37658319738993	2.28429069359868	2.39748034996436	2.45395716941355	2.49872527990029
MKNK1	3.81213537804238	3.9785001614813	3.92707908292907	3.85571314438926	3.95946580358308	3.90184723598378	3.82908443113518	3.83902946752498	3.86566740826495
LOC100507062	0.251386861215801	0.25596712414969	0.134962440833535	0.226361703954669	0.216980725329479	0.251606055010005	0.165107557792797	0.218655228613833	0.15713427962052
LOC151171	0	0	0	0	0.0175096537817855	0	0	0	0
LOC151174	0.0943022612387274	0.0277643147880462	0.14578463818513	0.0315426576680883	0.084522549891392	0.0236494745264126	0.0977707418187726	0.098929327166312	0.129057196545213
LINC00052	0.40170217919217	0.616200461699985	0.785021862103925	0.88643009187511	0.613013045034769	0.539248301805956	0.621406729574109	0.501025751869599	0.517126264571841
IFNB1	0	0	0	0	0	0	0	0	0
ABCC6P1	0	0.0200208731304138	0	0	0	0	0	0	0
ABCC6P2	0	0	0	0	0.0591551012240264	0.0646907785618021	0	0	0
BEAN1	0.486452115064918	0.345228492530006	0.387056919830872	0.303033589385578	0.324057129116306	0.330615537555292	0.370360240907799	0.244085852831974	0.369211704254547
LOC284440	0.920659039901369	0.628408022091829	0.81192720861718	0.74480504296884	0.720785866196319	0.830559977707732	0.749087036460066	0.801434314063631	0.775113998326377
LOC149134	0	0	0	0	0	0	0	0.05834748540204	0.0463491552344913
OSBP2	3.16153908909385	3.36539792632392	3.41371504954599	3.14443298865643	3.32209472314656	3.20612864977306	3.16605360990788	3.25291374950591	3.2073881701465
LRP2	0.00403860841094487	0	0.00381472015760305	0	0	0	0.00314515603514879	0.0042433424250932	0
LRP3	2.82926096866527	3.07410406909425	2.97881939228561	2.72952862743526	2.85296241756562	3.14341568106541	3.03507026317944	2.54545677059972	3.17168628081779
LRP1	4.08333831367634	4.19874591802172	3.97186780836282	3.61885120331591	3.66883973482443	3.99993292574306	3.82553965788836	3.91166609039167	3.88279265688535
LRP6	2.66878459855198	2.57180871564013	2.58284883081215	2.57434158861987	2.57073194130076	2.52578699321074	2.54671822081177	2.59846222941501	2.56378201997619
LRP4	1.2722917233858	1.19300263543665	1.31838010288438	1.27881923120306	1.28707112741491	1.19340694719	1.13891312867434	1.24084410353705	1.17424786040329
LRP5	3.59031147695418	3.83741317083059	3.78103299764835	3.57206713239153	3.63607189078403	3.79497309663445	3.64287613528542	3.60970823092915	3.67290871181457
MIR3136	0	0.573394223681448	0	0	0	0	0	0	0
LRP8	2.88138999902203	2.88396968454058	2.99430598187573	2.92336692038153	3.08867713741971	2.88390625782894	2.92861869469069	2.88518693980361	2.8923816699968
MIR3132	0	0	0	0	0	0	0	0	0
MIR3131	0	0	0	0	0	0	0	0	0
HLA-DOA	0.00260708783054642	0.00673992501915037	0.00246249103333686	0.00255944229255458	0.0017470675257104	0	0.00203010474973123	0.00273932094103765	0.00216736401907796
HLA-DOB	0.744286106457441	0.557442557483618	0.702698254562546	0.7198535288486	0.690487546771867	0.738668823188996	0.640615582761308	0.633916820215019	0.605116580183538
CALR3	0.0952910925152886	0	0	0.09360339637418	0.0326248674997556	0.0705545586635965	0	0.0508481628580273	0.0403704378633295
STIM1	5.26722230329751	5.31267668801038	5.2257300263544	5.2644140216903	5.22042514966711	5.32484464870365	5.31704783980341	5.21953844960715	5.26028928753631
STIM2	3.96471960959226	3.87056060563116	3.84772237441687	3.95831146501322	3.89195831885875	3.9126063483931	3.97291664505313	3.94662442789119	3.93804155000265
ANTXR1	3.6922974725688	3.55617103015866	3.60747719904026	3.76707082740852	3.65906374953399	3.65692944667048	3.73894333327361	3.65407387251462	3.6300172653466
ANTXR2	2.99593050433984	2.92781085252552	2.9318746980467	2.94009312197279	2.99685030020856	2.96734439288749	2.98064430089275	2.97973104770244	2.98781187747966
OR51S1	0	0	0	0	0	0	0	0	0
MAP2	3.21269446565558	3.17582354581271	3.22427750579497	3.33369496027109	3.12547627954696	3.15524018696528	3.22822524771572	3.31679194119322	3.25914949205895
C8A	0	0	0	0	0	0	0	0	0
C8B	0	0	0	0	0.0412614751044233	0.0227510004355648	0	0	0
MAP6	1.15170308510382	0.990106246318768	1.1511722657337	1.30465543450616	1.08010855501144	1.29410702175631	1.20991466895116	0.989587703655488	1.0887650919791
MAP7	3.746787056021	3.72421467916796	3.6681093945682	3.70301694764407	3.66002535358845	3.69367642421301	3.73736653698354	3.68411580379707	3.73353967851013
MAP4	6.43969684609255	6.46792164884257	6.45312177864152	6.40755756884124	6.43648482650746	6.48814969218602	6.46140505352599	6.44815859681187	6.42088993568587
C8G	0.20274697498428	0.283354746568431	0.250980662288907	0.13586548540005	0.138923240774798	0.453319376257965	0.160237000468564	0.338277991523717	0.322895145353304
TEAD3	3.56910656637056	3.82109413291739	3.83110014980722	3.67635844638973	3.64384165407612	3.73188035769465	3.75767508644532	3.55511684494595	3.71136397940466
TEAD2	4.53054420952662	4.66187662104862	4.58793680895774	4.63926816291907	4.57271472309124	4.67117890459236	4.65319359476221	4.53226396225455	4.5703183792771
TEAD1	3.96622465138697	3.93038685695392	3.98829336474678	4.05184701747735	3.97438964586643	3.93555999848885	3.94779400465347	4.00296021089422	4.02841666608802
CAMLG	3.92271168368915	3.86954385513544	3.81385094349664	3.99191959007842	3.93301742582736	3.92149374064578	3.87709171890221	3.99142965760974	3.80913197104005
TEAD4	2.16683908463424	2.24316264168771	2.44714160112727	2.28907301138186	2.46984236747421	2.39782469319498	2.35943063993808	2.28113985613767	2.34252985123529
PTPN22	0.649198355561121	0.49257224004343	0.437256221449834	0.401080571220174	0.313837121315835	0.370599852344098	0.47088063723623	0.505153441498203	0.487506417881385
PTPN23	3.97964096602361	4.09469853748844	4.04708775328497	3.9354437188083	4.06407673396996	4.19322917627854	4.01935406894381	3.97656189628651	4.03708782685841
FAM180B	0	0	0	0	0	0	0	0	0
PTPN21	2.69736983375149	2.64361312013675	2.66047525145485	2.73801062752292	2.64145032366074	2.67036273756157	2.6626722301014	2.71443361475143	2.71046954754737
PLEKHF1	1.69247506844092	1.91836631694509	2.00667947593488	1.65144285373605	1.749300684793	1.82053649764514	1.71839005639992	1.6954675040486	1.82826662189614
PLEKHF2	2.88403402741664	2.79579537468103	2.97652781378372	3.16106606028318	2.93310484660919	2.79956391294383	2.95246742608841	3.01458634775095	2.9452681735775
CHIT1	0	0	0	0	0	0	0	0	0.0207165130697162
DAAM1	3.65148829576361	3.49526466568638	3.50171163593688	3.68520694722553	3.51106305349917	3.53477075508493	3.54135145115968	3.68108964824271	3.5830071809877
SERPINI1	2.17826763995228	2.06903345690627	2.12144926185484	2.31101883283726	2.21408945380252	2.18027759824173	2.20427820292285	2.23422940931701	2.15881946181636
SERPINI2	0	0.0379012738509133	0	0.0430386761139981	0	0	0	0	0.0365234286569797
FANK1	2.77695383522793	2.61132754933351	2.83589318288258	2.81714626148791	2.63723935780383	2.72162286990055	2.59323462083049	2.76417807953515	2.69153872738273
FLJ27354	0	0.132893587342692	0.276447691199327	0.219895048101727	0.104208859495331	0.167498061559363	0.120416198815631	0.0823535379674488	0
